[2024-11-15T23:15:16.150533201Z DEBUG bastion_mount::crypter::tests] d1 32010, d2 32010
[2024-11-16T01:26:57.540033652Z DEBUG bastion_mount::crypter::tests] d1 1, d2 1
[2024-11-16T01:26:57.547984257Z DEBUG bastion_mount::crypter::tests] d1 10, d2 10
[2024-11-16T01:26:57.549502327Z DEBUG bastion_mount::crypter::tests] d1 11, d2 11
[2024-11-16T01:26:57.550717380Z DEBUG bastion_mount::crypter::tests] d1 5, d2 5
[2024-11-16T01:26:57.558779765Z DEBUG bastion_mount::crypter::tests] d1 8000, d2 8000
[2024-11-16T01:26:57.599403736Z DEBUG bastion_mount::crypter::tests] d1 32000, d2 32000
[2024-11-16T01:26:57.644380058Z DEBUG bastion_mount::crypter::tests] d1 32001, d2 32001
[2024-11-16T01:26:57.680626880Z DEBUG bastion_mount::crypter::tests] d1 31999, d2 31999
[2024-11-16T01:26:57.717494772Z DEBUG bastion_mount::crypter::tests] d1 32010, d2 32010
[2024-11-16T01:26:59.391472216Z DEBUG bastion_mount::crypter::tests] d1 2048010, d2 2048010
[2024-11-16T01:29:51.701407048Z DEBUG bastion_mount::common] getting folder md5 of "/home/cflex/Dropbox/code2/bastion-mount/dummy_data"
[2024-11-16T01:29:54.962444155Z DEBUG bastion_mount::common] getting folder md5 of "/home/cflex/.bastion_test/2024-11-16T01:29:51.513550551+00:00_3UPFselO"
[2024-11-16T03:44:05.857877958Z DEBUG bastion_mount::crypter::tests] d1 1, d2 1
[2024-11-16T03:44:05.859191913Z DEBUG bastion_mount::crypter::tests] d1 10, d2 10
[2024-11-16T03:44:05.860805012Z DEBUG bastion_mount::crypter::tests] d1 11, d2 11
[2024-11-16T03:44:05.862366942Z DEBUG bastion_mount::crypter::tests] d1 5, d2 5
[2024-11-16T03:44:05.873171334Z DEBUG bastion_mount::crypter::tests] d1 8000, d2 8000
[2024-11-16T03:44:05.900530311Z DEBUG bastion_mount::crypter::tests] d1 32000, d2 32000
[2024-11-16T03:44:05.931040887Z DEBUG bastion_mount::crypter::tests] d1 32001, d2 32001
[2024-11-16T03:44:05.970892370Z DEBUG bastion_mount::crypter::tests] d1 31999, d2 31999
[2024-11-16T03:44:06.001765213Z DEBUG bastion_mount::crypter::tests] d1 32010, d2 32010
[2024-11-16T03:44:07.662684188Z DEBUG bastion_mount::crypter::tests] d1 2048010, d2 2048010
[2024-11-16T03:44:29.615871850Z DEBUG bastion_mount::crypter::tests] d1 1, d2 1
[2024-11-16T03:44:29.617281433Z DEBUG bastion_mount::crypter::tests] d1 10, d2 10
[2024-11-16T03:44:29.618982283Z DEBUG bastion_mount::crypter::tests] d1 11, d2 11
[2024-11-16T03:44:29.620815337Z DEBUG bastion_mount::crypter::tests] d1 5, d2 5
[2024-11-16T03:44:29.630438952Z DEBUG bastion_mount::crypter::tests] d1 8000, d2 8000
[2024-11-16T03:44:29.659763415Z DEBUG bastion_mount::crypter::tests] d1 32000, d2 32000
[2024-11-16T03:44:29.690830745Z DEBUG bastion_mount::crypter::tests] d1 32001, d2 32001
[2024-11-16T03:44:29.722638835Z DEBUG bastion_mount::crypter::tests] d1 31999, d2 31999
[2024-11-16T03:44:29.757957120Z DEBUG bastion_mount::crypter::tests] d1 32010, d2 32010
[2024-11-16T03:44:31.431797954Z DEBUG bastion_mount::crypter::tests] d1 2048010, d2 2048010
[2024-11-16T03:44:48.576807034Z DEBUG bastion_mount::crypter::tests] d1 20480010, d2 20480010
[2024-11-16T03:45:02.711710941Z DEBUG bastion_mount::crypter::tests] d1 1, d2 1
[2024-11-16T03:45:02.713419334Z DEBUG bastion_mount::crypter::tests] d1 10, d2 10
[2024-11-16T03:45:02.715085389Z DEBUG bastion_mount::crypter::tests] d1 11, d2 11
[2024-11-16T03:45:02.716513840Z DEBUG bastion_mount::crypter::tests] d1 5, d2 5
[2024-11-16T03:45:02.725121551Z DEBUG bastion_mount::crypter::tests] d1 8000, d2 8000
[2024-11-16T03:45:02.757631556Z DEBUG bastion_mount::crypter::tests] d1 32000, d2 32000
